400	195.56372
400.70441	192.63869
401.40884	195.50056
402.11325	197.85995
402.81766	199.53716
403.52209	200.14859
404.2265	199.16508
404.93091	195.64221
405.63531	195.21524
406.33975	195.46349
407.04416	197.90182
407.74857	200.81572
408.453	197.24878
409.15741	201.20044
409.86182	199.65866
410.56625	196.83138
411.27066	195.11787
411.97507	195.31851
412.6795	195.94543
413.38391	198.46727
414.08832	200.16487
414.79272	201.66849
415.49716	202.78583
416.20157	201.79062
416.90598	199.59258
417.61041	200.72366
418.31482	202.32304
419.01923	201.46693
419.72366	197.51083
420.42807	197.30443
421.13248	199.3298
421.83691	199.53375
422.54132	199.88344
423.24573	199.93062
423.95013	197.12489
424.65457	200.90034
425.35898	198.54333
426.06339	198.00385
426.76782	198.03313
427.47223	197.80693
428.17664	204.30885
428.88107	202.35165
429.58548	196.92505
430.28989	198.11255
430.99432	204.94748
431.69873	208.40385
432.40314	200.57069
433.10754	200.45639
433.81198	201.80484
434.51639	202.42842
435.22079	201.91942
435.92523	201.46689
436.62964	199.88474
437.33405	201.757
438.03848	201.23007
438.74289	202.77078
439.4473	209.11752
440.15173	202.4191
440.85614	196.55174
441.56055	201.19014
442.26495	205.40491
442.96939	206.40501
443.6738	209.21144
444.3782	208.06424
445.08264	205.62802
445.78705	208.12901
446.49146	213.76947
447.19589	217.33527
447.9003	212.03639
448.60471	211.68289
449.30914	211.69281
450.01355	212.2281
450.71796	216.04605
451.42239	224.02002
452.1268	227.33188
452.83121	240.32448
453.53561	230.4465
454.24005	229.99672
454.94446	237.02315
455.64886	223.48694
456.3533	218.53601
457.05771	231.11272
457.76212	232.7298
458.46655	224.98529
459.17096	217.70802
459.87537	221.78778
460.5798	225.73328
461.28421	234.11774
461.98862	239.93097
462.69302	248.4864
463.39746	259.50519
464.10187	248.50392
464.80627	236.99333
465.51071	234.84981
466.21512	235.72845
466.91953	239.92848
467.62396	250.1483
468.32837	259.81561
469.03278	264.55276
469.73721	265.31531
470.44162	255.52509
471.14603	245.20638
471.85043	254.56851
472.55487	258.34186
473.25928	264.09912
473.96368	273.56683
474.66812	275.93127
475.37253	266.68036
476.07693	255.42229
476.78137	277.14157
477.48578	278.66641
478.19019	280.74649
478.89462	272.2486
479.59903	247.68925
480.30344	234.83655
481.00784	237.76459
481.71228	248.52403
482.41669	257.38422
483.12109	262.79153
483.82553	266.56293
484.52994	267.08923
485.23434	277.28018
485.93878	269.09369
486.64319	258.81085
487.3476	254.15895
488.05203	255.57506
488.75644	268.61203
489.46085	253.07214
490.16525	245.93193
490.86969	244.09755
491.5741	247.40056
492.2785	260.66077
492.98294	279.04657
493.68735	267.32568
494.39175	274.80316
495.09619	264.43585
495.8006	237.55855
496.505	245.71391
497.20944	247.6512
497.91385	251.39542
498.61826	243.92206
499.32266	247.30914
500.0271	261.84695
500.73151	252.02211
501.43591	259.62607
502.14035	255.44679
502.84476	256.45776
503.54916	255.88806
504.2536	248.21635
504.95801	242.11092
505.66241	258.29056
506.36685	261.92892
507.07126	260.21078
507.77567	258.5239
508.48007	256.94379
509.18451	247.7961
509.88892	267.64835
510.59332	270.77225
511.29776	257.9921
512.0022	250.35594
512.7066	256.36111
513.41101	241.5766
514.11542	255.95143
514.81982	271.27161
515.52423	264.74371
516.22864	249.37363
516.93311	245.51537
517.63751	250.96519
518.34192	250.58223
519.04633	248.28508
519.75073	246.57454
520.45514	246.19324
521.15961	249.08028
521.86401	261.9996
522.56842	242.44887
523.27283	254.19316
523.97723	256.32349
524.68164	252.50339
525.38605	257.57675
526.09052	255.08969
526.79492	251.65111
527.49933	254.78534
528.20374	245.99664
528.90814	237.71204
529.61255	242.71309
530.31702	237.04251
531.02142	245.6678
531.72583	242.13416
532.43024	242.83493
533.13464	245.58415
533.83905	242.21921
534.54346	232.93869
535.24792	247.17009
535.95233	247.44177
536.65674	239.82019
537.36115	239.33072
538.06555	250.57649
538.76996	249.93015
539.47443	249.24225
540.17883	249.47263
540.88324	242.14543
541.58765	234.5135
542.29205	234.77373
542.99646	240.19135
543.70087	240.7966
544.40533	243.42395
545.10974	250.04657
545.81415	248.39439
546.51855	238.81546
547.22296	246.31392
547.92737	236.38756
548.63184	241.10039
549.33624	242.15144
550.04065	237.08292
550.74506	232.70515
551.44946	239.11868
552.15387	239.43088
552.85828	239.06306
553.56274	229.58957
554.26715	224.83395
554.97156	233.67403
555.67596	250.02843
556.38037	247.33673
557.08478	241.48724
557.78925	241.77969
558.49365	244.75473
559.19806	244.06866
559.90247	235.96448
560.60687	231.12672
561.31128	239.84969
562.01569	242.17111
562.72015	239.74718
563.42456	234.88449
564.12897	229.89395
564.83337	231.59845
565.53778	227.53735
566.24219	240.43469
566.94666	241.48297
567.65106	232.20729
568.35547	229.81729
569.05988	242.20744
569.76428	231.39525
570.46869	233.03645
571.1731	238.93747
571.87756	242.04546
572.58197	238.22166
573.28638	228.28288
573.99078	233.85527
574.69519	228.2283
575.3996	231.28256
576.10406	233.70418
576.80847	230.86484
577.51288	232.28955
578.21729	230.93661
578.92169	230.79419
579.6261	228.51819
580.33051	228.1853
581.03497	226.36992
581.73938	219.46243
582.44379	234.40352
583.14819	237.29477
583.8526	232.2905
584.55701	228.24516
585.26147	233.80424
585.96588	245.81844
586.67029	235.88281
587.37469	231.87787
588.0791	229.96219
588.78351	228.37372
589.48792	229.96513
590.19238	234.16646
590.89679	233.71233
591.6012	237.65015
592.3056	233.39984
593.01001	227.16861
593.71442	222.60179
594.41888	224.30177
595.12329	235.06042
595.8277	242.98438
596.5321	232.87454
597.23651	233.96158
597.94092	232.28075
598.64532	228.13368
599.34979	228.32405
600.0542	225.50189
600.75861	233.65315
601.46301	230.91129
602.16742	229.36485
602.87183	230.20892
603.57629	232.09563
604.2807	235.56682
604.98511	231.01332
605.68951	232.53288
606.39392	232.41808
607.09833	233.80821
607.80273	234.48663
608.5072	230.46265
609.21161	236.05556
609.91602	229.39882
610.62042	228.31026
611.32483	223.55873
612.02924	222.49524
612.7337	230.42747
613.43811	231.6821
614.14252	230.07811
614.84692	232.36847
615.55133	226.50893
616.25574	223.83347
616.96014	225.33359
617.66461	220.40221
618.36902	230.39279
619.07343	228.0574
619.77783	226.86009
620.48224	226.99826
621.18665	228.06543
621.89111	230.62172
622.59552	236.0986
623.29993	229.71158
624.00433	222.60043
624.70874	225.46066
625.41315	227.07042
626.11755	223.03419
626.82202	223.22894
627.52643	229.66937
628.23083	228.55495
628.93524	231.87766
629.63965	227.94019
630.34406	220.60762
631.04852	218.67046
631.75293	217.72993
632.45734	221.24821
633.16174	229.71964
633.86615	230.30739
634.57056	228.89641
635.27496	230.22392
635.97943	232.56517
636.68384	238.44608
637.38824	227.84805
638.09265	225.82643
638.79706	224.85201
639.50146	226.15782
640.20593	230.60298
640.91034	228.62259
641.61475	231.81488
642.31915	225.78516
643.02356	225.75977
